id,nombre,direccion,correo,salario,nHoras,fehcaIngreso
2387,andres gallego,carrera50#26-29,juangalleo@sura.com,4365665,43,2005-10-20
1127,santiago posada,carrera 19#59-10,andres@sura.com.co,3707008,42,sin
4273,santiago posada,carrera 20#20-20,isra@sura.com,7203672,42,2020-07-23
3350,santiago posada,calle 40#30-30,cindy@sura.com.co,2794707,45,2020-07-23
3915,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,8932423,44,1999-05-10
3467,israel alzate,carrera50#26-29,juangalleo@sura.com,6419772,44,nan
3659,mauro yepes,carrera50#26-29,isra@sura.com,8370516,46,nan
4448,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,2899425,44,2005-10-20
3131,santiago posada,carrera 19#59-10,isra@sura.com,7545934,45,2010-03-15
2982,mauro yepes,carrera 19#59-10,andres@sura.com.co,6782488,43,2010-03-15
1270,santiago posada,carrera 20#20-20,andres@sura.com.co,8358601,44,-
3360,camila builes,calle 10 #50-347 medellin,isra@sura.com,5518195,45,2020-07-23
3719,santiago posada,carrera 19#59-10,cindy@sura.com.co,8693996,43,2020-07-23
1375,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,2356989,42,2010-03-15
700,mauro yepes,calle 40#30-30,andres@sura.com.co,4963930,44,2010-03-15
2544,santiago posada,calle 10 #50-347 medellin,isra@sura.com,2757511,45,nan
3693,mauro yepes,carrera50#26-29,andres@sura.com.co,3363101,46,nan
4540,camila builes,carrera50#26-29,isra@sura.com,9344719,45,-
2433,israel alzate,carrera50#26-29,juangalleo@sura.com,9435169,42,2020-07-23
1044,mauro yepes,carrera50#26-29,cindy@sura.com.co,5151442,42,1999-05-10
1856,israel alzate,carrera 20#20-20,juangalleo@sura.com,7980777,45,sin
478,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,2247317,46,sin
2517,camila builes,carrera50#26-29,andres@sura.com.co,3683816,42,2020-07-23
2586,andres gallego,carrera50#26-29,isra@sura.com,6602587,43,2010-03-15
4905,andres gallego,calle 40#30-30,juangalleo@sura.com,8001952,43,2020-07-23
2023,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,2416689,45,sin
848,camila builes,carrera50#26-29,juangalleo@sura.com,2545397,43,sin
4410,andres gallego,carrera 19#59-10,juangalleo@sura.com,2489255,42,2010-03-15
4657,camila builes,calle 40#30-30,isra@sura.com,4259870,42,2010-03-15
1438,israel alzate,carrera 20#20-20,juangalleo@sura.com,2597247,44,-
3246,andres gallego,carrera 20#20-20,andres@sura.com.co,6605984,44,nan
2398,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,9707240,42,2020-07-23
2770,andres gallego,calle 40#30-30,juangalleo@sura.com,9326445,45,2010-03-15
592,israel alzate,carrera 20#20-20,andres@sura.com.co,7593819,46,-
3346,israel alzate,carrera 20#20-20,andres@sura.com.co,9808971,42,2005-10-20
4672,israel alzate,carrera 19#59-10,isra@sura.com,8691394,46,sin
3937,camila builes,carrera 19#59-10,juangalleo@sura.com,4836143,43,-
4094,andres gallego,carrera 20#20-20,cindy@sura.com.co,7487717,45,sin
4237,israel alzate,carrera 19#59-10,cindy@sura.com.co,6673874,42,-
1846,camila builes,carrera50#26-29,juangalleo@sura.com,8075455,45,1999-05-10
4734,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,6704850,42,sin
2464,andres gallego,calle 40#30-30,cindy@sura.com.co,2816800,44,nan
982,israel alzate,calle 10 #50-347 medellin,isra@sura.com,6303714,44,2020-07-23
1502,andres gallego,carrera 20#20-20,cindy@sura.com.co,8076497,46,-
1437,camila builes,carrera50#26-29,juangalleo@sura.com,9078897,42,2010-03-15
4131,israel alzate,carrera50#26-29,juangalleo@sura.com,5711584,45,2005-10-20
536,israel alzate,calle 10 #50-347 medellin,juangalleo@sura.com,4651986,44,1999-05-10
4526,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,3649859,42,2010-03-15
301,santiago posada,calle 40#30-30,isra@sura.com,4433725,43,nan
4381,israel alzate,carrera 20#20-20,cindy@sura.com.co,3863715,45,2020-07-23
2256,andres gallego,calle 40#30-30,andres@sura.com.co,3638495,44,sin
663,santiago posada,carrera 20#20-20,juangalleo@sura.com,2678154,44,nan
925,israel alzate,carrera 19#59-10,isra@sura.com,4635342,42,-
1273,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,9467504,44,1999-05-10
1768,mauro yepes,carrera 20#20-20,cindy@sura.com.co,6636204,42,2005-10-20
3440,camila builes,carrera50#26-29,cindy@sura.com.co,5196035,44,sin
2430,camila builes,carrera 20#20-20,andres@sura.com.co,9347858,46,-
2701,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,3883080,46,2010-03-15
4324,camila builes,calle 10 #50-347 medellin,isra@sura.com,4782414,46,2010-03-15
2029,andres gallego,calle 40#30-30,isra@sura.com,9845872,45,1999-05-10
4146,camila builes,calle 40#30-30,juangalleo@sura.com,2739729,46,sin
868,israel alzate,carrera50#26-29,juangalleo@sura.com,5118450,42,2020-07-23
3836,israel alzate,calle 40#30-30,andres@sura.com.co,2659825,46,2020-07-23
603,camila builes,carrera 20#20-20,juangalleo@sura.com,2352749,46,2010-03-15
3381,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,4433079,46,2020-07-23
1659,andres gallego,carrera 20#20-20,juangalleo@sura.com,2509547,45,2020-07-23
959,mauro yepes,carrera50#26-29,juangalleo@sura.com,2437851,43,1999-05-10
2330,andres gallego,carrera 19#59-10,isra@sura.com,6822266,42,-
1014,israel alzate,carrera 20#20-20,juangalleo@sura.com,9825982,46,nan
2079,camila builes,carrera50#26-29,andres@sura.com.co,5668813,46,1999-05-10
1737,mauro yepes,carrera 19#59-10,juangalleo@sura.com,3519447,46,2005-10-20
1644,mauro yepes,carrera 19#59-10,andres@sura.com.co,3920354,45,nan
767,camila builes,calle 40#30-30,cindy@sura.com.co,8033136,43,sin
4793,andres gallego,calle 40#30-30,andres@sura.com.co,4308492,44,2005-10-20
2035,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,8061720,42,sin
3456,mauro yepes,calle 40#30-30,cindy@sura.com.co,9311928,46,sin
1406,mauro yepes,carrera 19#59-10,andres@sura.com.co,4729247,45,2020-07-23
4798,mauro yepes,calle 10 #50-347 medellin,juangalleo@sura.com,3886192,46,nan
1302,santiago posada,carrera 19#59-10,andres@sura.com.co,5632379,42,1999-05-10
806,andres gallego,carrera 20#20-20,cindy@sura.com.co,5418430,43,nan
3885,santiago posada,calle 10 #50-347 medellin,isra@sura.com,8736196,44,sin
1122,mauro yepes,calle 40#30-30,juangalleo@sura.com,7665423,45,2020-07-23
2583,andres gallego,carrera 19#59-10,andres@sura.com.co,8366302,46,1999-05-10
1942,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,6550352,44,-
3767,camila builes,calle 40#30-30,cindy@sura.com.co,5821220,42,2020-07-23
2830,mauro yepes,calle 40#30-30,isra@sura.com,4208869,45,1999-05-10
1822,camila builes,carrera 20#20-20,andres@sura.com.co,2521765,45,nan
1050,santiago posada,carrera 19#59-10,isra@sura.com,8366743,44,2005-10-20
3394,andres gallego,carrera50#26-29,juangalleo@sura.com,5055147,43,-
979,israel alzate,carrera 19#59-10,isra@sura.com,3534099,43,1999-05-10
1773,mauro yepes,carrera50#26-29,isra@sura.com,9927521,46,1999-05-10
4855,mauro yepes,carrera50#26-29,juangalleo@sura.com,6662210,46,2005-10-20
3351,santiago posada,calle 40#30-30,juangalleo@sura.com,3817129,46,2005-10-20
2652,israel alzate,carrera50#26-29,isra@sura.com,2556957,43,2020-07-23
3070,mauro yepes,carrera 19#59-10,isra@sura.com,5316919,46,sin
3088,israel alzate,calle 40#30-30,andres@sura.com.co,3594237,45,nan
1918,andres gallego,calle 10 #50-347 medellin,isra@sura.com,9943636,43,2010-03-15
1199,israel alzate,calle 10 #50-347 medellin,isra@sura.com,7332184,43,-
1817,camila builes,calle 40#30-30,andres@sura.com.co,3221157,42,2005-10-20
934,mauro yepes,carrera 20#20-20,cindy@sura.com.co,6602480,44,1999-05-10
2513,israel alzate,carrera 20#20-20,cindy@sura.com.co,4726404,45,-
2285,santiago posada,calle 40#30-30,isra@sura.com,9517813,43,sin
1184,andres gallego,calle 40#30-30,cindy@sura.com.co,8162246,46,sin
2592,israel alzate,calle 40#30-30,cindy@sura.com.co,9190692,46,1999-05-10
3180,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,7738020,44,nan
617,mauro yepes,carrera 20#20-20,cindy@sura.com.co,2967151,44,2020-07-23
1583,santiago posada,carrera50#26-29,juangalleo@sura.com,5819991,45,1999-05-10
3519,camila builes,carrera50#26-29,cindy@sura.com.co,7196229,44,2020-07-23
1771,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,9671610,44,nan
726,andres gallego,carrera 19#59-10,cindy@sura.com.co,5047734,44,-
3485,israel alzate,carrera50#26-29,juangalleo@sura.com,8214094,46,nan
3638,andres gallego,calle 40#30-30,andres@sura.com.co,8780949,44,2020-07-23
1167,santiago posada,calle 10 #50-347 medellin,cindy@sura.com.co,7364234,46,1999-05-10
4479,andres gallego,carrera 19#59-10,cindy@sura.com.co,5602876,42,nan
3263,santiago posada,carrera 20#20-20,cindy@sura.com.co,3724890,45,2010-03-15
4505,andres gallego,carrera50#26-29,cindy@sura.com.co,5337806,43,2005-10-20
2688,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,4548499,44,nan
4314,santiago posada,carrera50#26-29,juangalleo@sura.com,6351699,46,-
3239,camila builes,calle 40#30-30,cindy@sura.com.co,3690374,42,2020-07-23
1446,israel alzate,carrera 19#59-10,andres@sura.com.co,9499940,43,1999-05-10
2813,camila builes,carrera50#26-29,juangalleo@sura.com,7330822,45,2010-03-15
4956,santiago posada,carrera 19#59-10,andres@sura.com.co,9951030,44,1999-05-10
3755,israel alzate,calle 40#30-30,isra@sura.com,8308422,46,nan
4008,santiago posada,calle 10 #50-347 medellin,cindy@sura.com.co,6461313,46,2020-07-23
419,andres gallego,carrera 20#20-20,andres@sura.com.co,2517646,44,2010-03-15
1743,santiago posada,carrera 20#20-20,cindy@sura.com.co,3125437,45,sin
2871,israel alzate,calle 10 #50-347 medellin,juangalleo@sura.com,2973696,43,1999-05-10
3164,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,4983660,46,2010-03-15
3115,mauro yepes,calle 40#30-30,andres@sura.com.co,5315670,43,1999-05-10
626,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,2706339,46,sin
3902,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,2217157,43,2005-10-20
1350,santiago posada,carrera 20#20-20,andres@sura.com.co,6945936,42,nan
3617,camila builes,carrera50#26-29,juangalleo@sura.com,6269453,42,nan
1499,andres gallego,carrera 19#59-10,isra@sura.com,4654646,44,nan
382,santiago posada,calle 40#30-30,andres@sura.com.co,6290450,44,2020-07-23
1572,santiago posada,calle 40#30-30,isra@sura.com,8315904,46,2005-10-20
2767,israel alzate,calle 40#30-30,andres@sura.com.co,6473371,46,nan
493,israel alzate,calle 40#30-30,isra@sura.com,7297778,46,sin
3073,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,8704281,45,1999-05-10
878,mauro yepes,calle 40#30-30,cindy@sura.com.co,6507455,44,2005-10-20
462,mauro yepes,carrera 20#20-20,cindy@sura.com.co,2365036,44,sin
4451,israel alzate,carrera 20#20-20,andres@sura.com.co,6842062,45,2020-07-23
3841,camila builes,calle 40#30-30,juangalleo@sura.com,3475462,45,2010-03-15
4688,mauro yepes,calle 10 #50-347 medellin,juangalleo@sura.com,9428006,43,sin
1178,andres gallego,carrera50#26-29,juangalleo@sura.com,8526998,42,2005-10-20
3701,santiago posada,carrera 20#20-20,cindy@sura.com.co,2550294,45,2005-10-20
2063,israel alzate,calle 40#30-30,juangalleo@sura.com,7254923,46,nan
3225,andres gallego,carrera 19#59-10,juangalleo@sura.com,2552677,45,nan
3013,santiago posada,carrera 19#59-10,cindy@sura.com.co,2877125,44,-
2895,andres gallego,carrera 19#59-10,cindy@sura.com.co,5383210,45,2020-07-23
3411,camila builes,carrera 20#20-20,juangalleo@sura.com,4270968,43,1999-05-10
2649,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,2973655,42,-
4130,andres gallego,calle 40#30-30,cindy@sura.com.co,2881122,46,2005-10-20
3010,israel alzate,calle 40#30-30,isra@sura.com,7038826,45,2010-03-15
1292,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,7609301,44,2005-10-20
2395,mauro yepes,calle 40#30-30,andres@sura.com.co,8519027,46,1999-05-10
3581,camila builes,carrera50#26-29,cindy@sura.com.co,4257696,42,2020-07-23
1182,santiago posada,carrera50#26-29,andres@sura.com.co,5475873,43,sin
1526,mauro yepes,carrera 20#20-20,juangalleo@sura.com,8865580,42,-
1218,andres gallego,calle 40#30-30,cindy@sura.com.co,8424105,42,2020-07-23
2951,mauro yepes,carrera50#26-29,cindy@sura.com.co,9408617,43,1999-05-10
514,santiago posada,calle 10 #50-347 medellin,isra@sura.com,5499631,45,2005-10-20
937,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,2863780,42,2005-10-20
4903,santiago posada,carrera 20#20-20,andres@sura.com.co,7945605,45,nan
3441,camila builes,carrera 20#20-20,cindy@sura.com.co,4213143,42,2020-07-23
333,santiago posada,carrera 19#59-10,juangalleo@sura.com,4891272,43,2020-07-23
4939,santiago posada,carrera 19#59-10,andres@sura.com.co,6417712,46,1999-05-10
1391,mauro yepes,carrera 20#20-20,andres@sura.com.co,8855547,45,1999-05-10
2944,andres gallego,carrera 19#59-10,juangalleo@sura.com,3589578,45,2020-07-23
4576,israel alzate,carrera50#26-29,cindy@sura.com.co,9545453,43,1999-05-10
4272,andres gallego,carrera 19#59-10,cindy@sura.com.co,2660672,45,-
2227,mauro yepes,carrera 19#59-10,isra@sura.com,2643820,44,2010-03-15
3926,israel alzate,carrera 19#59-10,andres@sura.com.co,2310913,46,1999-05-10
2501,andres gallego,carrera 19#59-10,juangalleo@sura.com,3212674,45,2010-03-15
1874,santiago posada,carrera50#26-29,isra@sura.com,6564844,43,2010-03-15
3362,santiago posada,carrera 20#20-20,juangalleo@sura.com,9582946,43,2010-03-15
806,israel alzate,carrera 20#20-20,andres@sura.com.co,6898659,42,sin
1385,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,3373512,43,1999-05-10
4418,santiago posada,carrera50#26-29,cindy@sura.com.co,9871592,46,-
319,mauro yepes,carrera50#26-29,juangalleo@sura.com,8128889,46,-
4845,israel alzate,carrera50#26-29,andres@sura.com.co,7083083,43,-
3289,mauro yepes,calle 40#30-30,juangalleo@sura.com,2628687,44,-
1169,santiago posada,calle 40#30-30,juangalleo@sura.com,5051445,46,nan
2267,camila builes,carrera50#26-29,isra@sura.com,8813246,43,-
3504,andres gallego,calle 40#30-30,andres@sura.com.co,2730923,43,-
2331,mauro yepes,calle 40#30-30,juangalleo@sura.com,8817486,44,1999-05-10
2874,israel alzate,carrera 19#59-10,andres@sura.com.co,7097017,45,2020-07-23
1361,camila builes,carrera 20#20-20,juangalleo@sura.com,9504648,44,2005-10-20
4715,camila builes,carrera 19#59-10,juangalleo@sura.com,9824268,42,2020-07-23
3326,andres gallego,carrera 20#20-20,andres@sura.com.co,4296191,45,-
2134,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,5857806,44,nan
4663,mauro yepes,carrera50#26-29,andres@sura.com.co,8858738,44,2020-07-23
2971,camila builes,carrera 19#59-10,cindy@sura.com.co,9672174,44,1999-05-10
3882,andres gallego,calle 40#30-30,juangalleo@sura.com,9686934,45,2010-03-15
3692,andres gallego,carrera 20#20-20,cindy@sura.com.co,8214615,46,sin
3676,andres gallego,carrera 20#20-20,cindy@sura.com.co,6297285,45,2005-10-20
3130,andres gallego,calle 40#30-30,isra@sura.com,9844366,45,2020-07-23
2150,israel alzate,carrera 20#20-20,andres@sura.com.co,6192071,46,-
3346,santiago posada,calle 40#30-30,andres@sura.com.co,4952664,45,2020-07-23
3177,israel alzate,carrera 19#59-10,isra@sura.com,5062456,46,2005-10-20
2046,camila builes,carrera50#26-29,andres@sura.com.co,7728093,45,2020-07-23
3763,santiago posada,calle 10 #50-347 medellin,cindy@sura.com.co,2473825,42,2020-07-23
4084,andres gallego,carrera50#26-29,andres@sura.com.co,2862214,43,-
305,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,6863541,44,1999-05-10
2384,mauro yepes,carrera 19#59-10,andres@sura.com.co,9822589,44,sin
1719,mauro yepes,carrera 19#59-10,juangalleo@sura.com,5849639,44,nan
3010,camila builes,carrera 20#20-20,cindy@sura.com.co,5755548,45,1999-05-10
4968,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,3283744,43,2005-10-20
2960,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,3047464,44,nan
930,mauro yepes,calle 40#30-30,andres@sura.com.co,8741121,42,-
4111,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,6687039,46,-
2097,israel alzate,carrera 20#20-20,isra@sura.com,2727357,46,nan
3196,mauro yepes,carrera 19#59-10,cindy@sura.com.co,9112134,46,1999-05-10
4534,israel alzate,carrera 19#59-10,isra@sura.com,9261617,44,2010-03-15
2577,andres gallego,calle 10 #50-347 medellin,isra@sura.com,4608778,45,sin
1573,andres gallego,carrera 20#20-20,cindy@sura.com.co,7104343,42,2020-07-23
4122,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,9975049,46,1999-05-10
2428,andres gallego,carrera 20#20-20,cindy@sura.com.co,8855648,44,2005-10-20
3970,andres gallego,carrera 20#20-20,andres@sura.com.co,9993983,44,2020-07-23
3678,andres gallego,calle 40#30-30,juangalleo@sura.com,5448461,43,2010-03-15
2708,mauro yepes,calle 40#30-30,andres@sura.com.co,7712182,46,2005-10-20
4672,mauro yepes,carrera50#26-29,juangalleo@sura.com,8928811,45,nan
3112,santiago posada,calle 40#30-30,isra@sura.com,9200485,46,2005-10-20
3073,camila builes,carrera 20#20-20,isra@sura.com,8419458,43,sin
559,andres gallego,carrera50#26-29,isra@sura.com,9422107,46,1999-05-10
1797,andres gallego,calle 40#30-30,cindy@sura.com.co,3094943,45,nan
4352,santiago posada,carrera50#26-29,isra@sura.com,7851670,45,1999-05-10
4652,andres gallego,carrera50#26-29,andres@sura.com.co,9988148,45,2020-07-23
2181,israel alzate,carrera 20#20-20,juangalleo@sura.com,6228165,43,2005-10-20
2499,andres gallego,carrera 20#20-20,cindy@sura.com.co,3581787,42,-
1507,israel alzate,carrera 20#20-20,andres@sura.com.co,5143101,44,-
3318,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,3168333,42,2020-07-23
2720,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,6590025,42,2010-03-15
3821,camila builes,carrera 19#59-10,isra@sura.com,6304795,45,sin
2075,andres gallego,carrera 20#20-20,isra@sura.com,5887838,45,-
3845,israel alzate,calle 10 #50-347 medellin,isra@sura.com,7115337,45,2010-03-15
4669,camila builes,calle 40#30-30,andres@sura.com.co,4819525,43,2020-07-23
3568,israel alzate,carrera 19#59-10,juangalleo@sura.com,6717261,44,sin
1912,mauro yepes,carrera 19#59-10,isra@sura.com,3614476,44,2010-03-15
1559,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,6806456,42,2020-07-23
1389,mauro yepes,carrera 19#59-10,isra@sura.com,5000871,42,sin
3512,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,2389373,45,2010-03-15
976,andres gallego,carrera 19#59-10,andres@sura.com.co,2721221,43,2005-10-20
2703,camila builes,carrera 19#59-10,juangalleo@sura.com,8232168,45,nan
2199,andres gallego,carrera 20#20-20,juangalleo@sura.com,3914831,45,2010-03-15
2547,andres gallego,calle 40#30-30,cindy@sura.com.co,4923148,46,2005-10-20
2607,camila builes,calle 40#30-30,juangalleo@sura.com,7399459,42,-
1116,israel alzate,carrera 20#20-20,cindy@sura.com.co,3517187,42,2010-03-15
3572,andres gallego,carrera 20#20-20,andres@sura.com.co,4534543,42,2020-07-23
743,camila builes,calle 10 #50-347 medellin,isra@sura.com,7996370,46,sin
2169,israel alzate,calle 10 #50-347 medellin,isra@sura.com,8447806,45,2005-10-20
3844,santiago posada,carrera 20#20-20,andres@sura.com.co,7980397,45,sin
1041,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,7051543,44,2010-03-15
527,andres gallego,carrera 20#20-20,andres@sura.com.co,8770327,42,2020-07-23
3608,camila builes,carrera50#26-29,andres@sura.com.co,6149528,46,2010-03-15
1311,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,3421577,45,sin
622,mauro yepes,calle 10 #50-347 medellin,juangalleo@sura.com,8940600,43,2010-03-15
4757,andres gallego,carrera 20#20-20,isra@sura.com,4138699,46,sin
3457,camila builes,calle 40#30-30,isra@sura.com,7096564,46,2005-10-20
2513,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,6409707,46,1999-05-10
3795,mauro yepes,calle 10 #50-347 medellin,isra@sura.com,2255429,42,2005-10-20
461,santiago posada,carrera 20#20-20,isra@sura.com,3211502,43,sin
3583,santiago posada,carrera 19#59-10,isra@sura.com,6384474,45,2010-03-15
840,camila builes,carrera 20#20-20,andres@sura.com.co,6551546,42,nan
929,mauro yepes,calle 40#30-30,cindy@sura.com.co,8340948,43,-
4224,mauro yepes,carrera 19#59-10,andres@sura.com.co,9749873,42,2005-10-20
363,camila builes,carrera50#26-29,isra@sura.com,4606981,44,2005-10-20
4807,andres gallego,calle 10 #50-347 medellin,isra@sura.com,2818979,46,-
4512,israel alzate,calle 10 #50-347 medellin,juangalleo@sura.com,9353989,43,-
2426,mauro yepes,calle 40#30-30,andres@sura.com.co,8177470,44,2010-03-15
1342,israel alzate,carrera 19#59-10,isra@sura.com,6674848,44,1999-05-10
4376,israel alzate,calle 10 #50-347 medellin,juangalleo@sura.com,3153060,42,2005-10-20
2851,camila builes,calle 40#30-30,juangalleo@sura.com,5610048,44,-
680,mauro yepes,calle 10 #50-347 medellin,isra@sura.com,6017642,44,2010-03-15
2496,mauro yepes,carrera50#26-29,cindy@sura.com.co,4109874,45,1999-05-10
4967,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,8658126,42,1999-05-10
3287,andres gallego,carrera50#26-29,andres@sura.com.co,3176999,46,2010-03-15
3331,mauro yepes,carrera 19#59-10,isra@sura.com,4377107,45,2005-10-20
1373,mauro yepes,calle 40#30-30,isra@sura.com,8932974,43,1999-05-10
3652,camila builes,carrera50#26-29,andres@sura.com.co,2515221,46,nan
1281,andres gallego,carrera 19#59-10,juangalleo@sura.com,3622012,42,nan
4982,camila builes,carrera 20#20-20,isra@sura.com,7711971,44,2020-07-23
1001,mauro yepes,carrera 20#20-20,juangalleo@sura.com,2931209,44,2020-07-23
2516,andres gallego,carrera 20#20-20,juangalleo@sura.com,7667156,44,1999-05-10
4698,mauro yepes,carrera 20#20-20,cindy@sura.com.co,6030904,43,2005-10-20
3124,camila builes,carrera50#26-29,isra@sura.com,9894933,43,nan
2936,andres gallego,carrera 19#59-10,juangalleo@sura.com,2553170,43,2020-07-23
3088,mauro yepes,carrera 19#59-10,isra@sura.com,2539467,43,-
1488,andres gallego,carrera 19#59-10,isra@sura.com,3896620,45,1999-05-10
3497,israel alzate,carrera50#26-29,cindy@sura.com.co,5533427,45,sin
1698,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,8209996,43,2005-10-20
704,santiago posada,carrera50#26-29,andres@sura.com.co,6036467,46,2005-10-20
3765,israel alzate,carrera 20#20-20,cindy@sura.com.co,4856644,45,-
3474,andres gallego,carrera50#26-29,cindy@sura.com.co,5489243,45,-
1264,camila builes,calle 10 #50-347 medellin,isra@sura.com,8802961,42,2010-03-15
2456,andres gallego,carrera 20#20-20,juangalleo@sura.com,5333286,42,nan
1141,andres gallego,calle 40#30-30,isra@sura.com,8323192,46,1999-05-10
4803,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,7212408,42,sin
3752,santiago posada,carrera 19#59-10,juangalleo@sura.com,8758669,44,2020-07-23
622,santiago posada,calle 40#30-30,cindy@sura.com.co,8177676,42,1999-05-10
1723,santiago posada,calle 40#30-30,juangalleo@sura.com,6590195,43,2010-03-15
3605,camila builes,carrera 20#20-20,juangalleo@sura.com,2850694,44,2010-03-15
3462,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,3283684,42,-
3974,camila builes,carrera 19#59-10,isra@sura.com,7374680,42,2020-07-23
4306,israel alzate,calle 10 #50-347 medellin,isra@sura.com,8165324,45,2005-10-20
2053,camila builes,carrera 19#59-10,juangalleo@sura.com,7783520,42,nan
3891,israel alzate,carrera50#26-29,andres@sura.com.co,8551489,44,2005-10-20
3847,santiago posada,carrera50#26-29,cindy@sura.com.co,9399887,46,2020-07-23
966,andres gallego,carrera 19#59-10,juangalleo@sura.com,5396981,46,2010-03-15
4941,santiago posada,carrera50#26-29,isra@sura.com,9603216,46,nan
1490,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,5634209,43,2020-07-23
802,santiago posada,carrera 20#20-20,juangalleo@sura.com,9657049,45,sin
4762,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,5268647,45,2020-07-23
3475,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,3226708,45,sin
2286,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,8338238,45,-
1480,santiago posada,carrera 20#20-20,cindy@sura.com.co,2796382,45,1999-05-10
2746,mauro yepes,carrera 19#59-10,isra@sura.com,9947380,45,2010-03-15
4269,camila builes,carrera 19#59-10,cindy@sura.com.co,7092232,46,2010-03-15
4450,andres gallego,calle 40#30-30,andres@sura.com.co,9439021,45,-
2569,camila builes,carrera50#26-29,isra@sura.com,7117001,43,1999-05-10
2143,santiago posada,carrera50#26-29,juangalleo@sura.com,8469571,46,2010-03-15
4075,mauro yepes,calle 10 #50-347 medellin,isra@sura.com,9363319,42,nan
3405,mauro yepes,carrera 20#20-20,isra@sura.com,5003785,44,2005-10-20
1564,andres gallego,calle 40#30-30,isra@sura.com,9555897,46,2010-03-15
3037,andres gallego,carrera50#26-29,isra@sura.com,4484684,46,2005-10-20
464,andres gallego,carrera50#26-29,andres@sura.com.co,5720906,45,-
4036,santiago posada,carrera 20#20-20,cindy@sura.com.co,2982696,45,1999-05-10
307,israel alzate,carrera 19#59-10,isra@sura.com,4119283,44,2005-10-20
1371,andres gallego,calle 40#30-30,andres@sura.com.co,9501624,42,nan
3251,santiago posada,carrera 20#20-20,isra@sura.com,6200161,42,1999-05-10
1492,andres gallego,carrera 20#20-20,isra@sura.com,5067965,43,2010-03-15
1697,israel alzate,carrera50#26-29,juangalleo@sura.com,7102129,43,nan
1809,andres gallego,carrera 20#20-20,cindy@sura.com.co,6408939,42,2005-10-20
4530,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,8244777,45,-
3427,santiago posada,calle 40#30-30,cindy@sura.com.co,2995038,42,2005-10-20
3704,camila builes,carrera50#26-29,andres@sura.com.co,2928323,43,2005-10-20
4263,mauro yepes,carrera 20#20-20,juangalleo@sura.com,5151491,45,1999-05-10
4877,camila builes,carrera50#26-29,cindy@sura.com.co,5821438,44,2005-10-20
3565,andres gallego,carrera50#26-29,isra@sura.com,8738630,44,sin
4476,andres gallego,carrera50#26-29,andres@sura.com.co,5626165,45,2005-10-20
1074,israel alzate,calle 40#30-30,isra@sura.com,2619952,42,2020-07-23
1338,israel alzate,carrera50#26-29,cindy@sura.com.co,4318855,42,nan
4775,andres gallego,calle 40#30-30,andres@sura.com.co,7933688,46,-
2360,israel alzate,carrera 19#59-10,andres@sura.com.co,5365846,46,-
