id,referencia,marca,capacidad,ciudad,responsable
950,ACH43,rico,1294,medellin,israel alzate
9454,ACH43,kalley,551,jardin,camila builes
1413,ACH01,rico,494,pintada,mauro yepes
6617,ACH43,kalley,1386,jardin,mauro yepes
5153,ACH01,sony,322,jardin,israel alzate
5394,ACH01,kalley,789,medellin,camila builes
7677,ACH01,kalley,1093,medellin,santiago posada
6231,ACH22,sony,1367,medellin,andres gallego
6695,ACH01,rico,924,medellin,mauro yepes
6314,ACH01,sony,303,,andres gallego
605,ACH43,rico,1463,pintada,andres gallego
3787,ACH01,rico,1890,itagui,santiago posada
8866,ACH22,sony,538,,camila builes
8708,ACH01,rico,1302,jardin,mauro yepes
1873,ACH43,rico,645,medellin,andres gallego
986,ACH43,kalley,367,jardin,israel alzate
8820,ACH43,sony,543,medellin,camila builes
9456,ACH01,kalley,651,itagui,israel alzate
5439,ACH22,kalley,968,,camila builes
3072,ACH01,rico,1940,jardin,israel alzate
7871,ACH01,rico,407,,santiago posada
3440,ACH43,kalley,1974,itagui,camila builes
1858,ACH22,sony,630,pintada,santiago posada
4172,ACH43,kalley,778,jardin,camila builes
9080,ACH22,kalley,500,jardin,camila builes
822,ACH22,sony,1162,pintada,camila builes
4596,ACH22,sony,1837,,santiago posada
7500,ACH01,rico,614,pintada,andres gallego
1463,ACH22,rico,615,jardin,andres gallego
1196,ACH22,sony,481,pintada,camila builes
1530,ACH01,sony,826,medellin,andres gallego
3753,ACH01,kalley,1889,pintada,camila builes
1666,ACH22,kalley,219,jardin,andres gallego
6879,ACH01,rico,220,,andres gallego
1409,ACH01,sony,887,,camila builes
2403,ACH22,rico,961,jardin,andres gallego
1122,ACH43,rico,1492,,andres gallego
7729,ACH22,sony,1996,pintada,santiago posada
7267,ACH43,sony,519,itagui,santiago posada
8416,ACH43,kalley,438,itagui,camila builes
6856,ACH43,rico,1392,jardin,mauro yepes
6997,ACH43,rico,903,medellin,andres gallego
3873,ACH22,kalley,1341,itagui,mauro yepes
7269,ACH43,sony,1578,jardin,israel alzate
8747,ACH01,kalley,1094,,mauro yepes
857,ACH22,rico,1928,medellin,israel alzate
8024,ACH22,rico,195,medellin,israel alzate
7850,ACH43,kalley,780,pintada,andres gallego
8471,ACH43,rico,642,itagui,israel alzate
8043,ACH22,rico,1265,jardin,mauro yepes
4641,ACH22,rico,1947,jardin,andres gallego
3968,ACH01,rico,619,jardin,andres gallego
3994,ACH01,sony,1857,jardin,andres gallego
4822,ACH43,kalley,1187,,camila builes
6149,ACH22,sony,782,itagui,mauro yepes
4586,ACH01,sony,1080,itagui,israel alzate
1013,ACH43,kalley,1322,itagui,mauro yepes
7444,ACH01,kalley,953,itagui,camila builes
4687,ACH01,kalley,800,jardin,camila builes
4796,ACH22,kalley,1432,jardin,camila builes
1656,ACH43,kalley,1145,itagui,mauro yepes
4655,ACH43,sony,1861,pintada,santiago posada
5132,ACH22,kalley,1872,,andres gallego
4325,ACH43,kalley,532,itagui,camila builes
6945,ACH43,rico,933,pintada,camila builes
3093,ACH01,kalley,412,pintada,israel alzate
466,ACH01,sony,1266,jardin,israel alzate
1947,ACH22,kalley,472,pintada,israel alzate
5675,ACH22,sony,175,jardin,israel alzate
7246,ACH43,sony,1716,,israel alzate
8787,ACH01,kalley,1679,medellin,camila builes
7692,ACH01,kalley,1155,medellin,camila builes
1021,ACH01,kalley,1821,pintada,mauro yepes
7085,ACH22,kalley,168,jardin,santiago posada
2746,ACH01,kalley,1278,,israel alzate
5166,ACH43,rico,991,medellin,andres gallego
1252,ACH43,kalley,717,jardin,camila builes
6166,ACH43,rico,154,medellin,mauro yepes
4483,ACH22,rico,811,jardin,camila builes
2189,ACH43,kalley,1386,medellin,israel alzate
124,ACH01,kalley,1630,,camila builes
5841,ACH22,kalley,654,medellin,mauro yepes
5159,ACH22,sony,1192,pintada,israel alzate
527,ACH43,rico,1840,pintada,mauro yepes
5688,ACH43,kalley,1223,,andres gallego
8958,ACH43,rico,1103,jardin,andres gallego
48,ACH43,rico,939,pintada,israel alzate
9814,ACH43,rico,1770,medellin,camila builes
8058,ACH43,kalley,1783,itagui,mauro yepes
5974,ACH01,rico,1025,medellin,santiago posada
7972,ACH43,rico,535,itagui,camila builes
7630,ACH43,kalley,771,medellin,israel alzate
9145,ACH22,sony,1338,medellin,camila builes
7678,ACH01,kalley,114,medellin,santiago posada
7552,ACH22,rico,1058,medellin,camila builes
8979,ACH22,kalley,137,medellin,mauro yepes
5320,ACH22,kalley,934,itagui,santiago posada
6012,ACH01,sony,1917,pintada,camila builes
6343,ACH01,sony,584,pintada,andres gallego
8961,ACH43,kalley,1027,medellin,israel alzate
2461,ACH01,sony,1911,,andres gallego
4588,ACH43,rico,116,pintada,santiago posada
5336,ACH43,sony,1194,medellin,andres gallego
3254,ACH22,rico,430,itagui,camila builes
1052,ACH43,sony,1178,medellin,camila builes
5949,ACH43,kalley,670,medellin,camila builes
7471,ACH22,rico,1142,jardin,mauro yepes
4136,ACH43,rico,1783,medellin,israel alzate
5473,ACH01,sony,1932,itagui,israel alzate
6883,ACH43,kalley,1048,,mauro yepes
8341,ACH22,sony,1628,pintada,andres gallego
2881,ACH22,sony,870,medellin,israel alzate
831,ACH22,kalley,408,medellin,camila builes
9887,ACH22,rico,1262,,mauro yepes
6678,ACH43,kalley,1915,jardin,israel alzate
9299,ACH43,sony,677,pintada,camila builes
9859,ACH22,kalley,1375,,santiago posada
1726,ACH01,rico,1137,itagui,andres gallego
9666,ACH22,kalley,132,,camila builes
1726,ACH43,kalley,1471,pintada,andres gallego
712,ACH01,rico,1778,,andres gallego
9044,ACH01,kalley,1227,pintada,andres gallego
8167,ACH22,kalley,1694,itagui,mauro yepes
4750,ACH43,sony,923,itagui,mauro yepes
7242,ACH01,kalley,1792,medellin,andres gallego
6690,ACH01,sony,497,medellin,mauro yepes
1093,ACH01,kalley,1836,medellin,israel alzate
5452,ACH22,kalley,659,pintada,santiago posada
1912,ACH22,rico,939,itagui,santiago posada
1338,ACH22,sony,248,,santiago posada
8542,ACH43,kalley,1100,pintada,santiago posada
7158,ACH22,kalley,1796,,israel alzate
5449,ACH43,kalley,660,pintada,camila builes
2204,ACH01,rico,1431,itagui,israel alzate
7648,ACH01,sony,647,pintada,israel alzate
6784,ACH22,rico,940,jardin,santiago posada
5094,ACH22,rico,1801,,santiago posada
4094,ACH43,sony,940,jardin,camila builes
9574,ACH22,sony,1448,,camila builes
2226,ACH22,kalley,1548,medellin,camila builes
6639,ACH22,sony,111,itagui,andres gallego
1875,ACH01,rico,1074,jardin,santiago posada
65,ACH22,sony,1623,medellin,andres gallego
507,ACH22,kalley,1902,jardin,camila builes
9458,ACH01,sony,446,jardin,camila builes
5348,ACH01,sony,1777,jardin,andres gallego
2729,ACH22,rico,207,medellin,camila builes
6317,ACH22,rico,524,medellin,mauro yepes
307,ACH01,kalley,1104,jardin,israel alzate
6525,ACH01,kalley,1959,jardin,santiago posada
7149,ACH43,sony,474,,camila builes
8069,ACH22,rico,402,,mauro yepes
1108,ACH01,kalley,740,medellin,andres gallego
3269,ACH22,rico,1537,,camila builes
4733,ACH22,rico,596,,santiago posada
6367,ACH01,sony,1517,,israel alzate
2368,ACH43,sony,1978,itagui,santiago posada
1679,ACH22,kalley,1885,jardin,mauro yepes
8968,ACH43,sony,191,pintada,israel alzate
6280,ACH43,sony,425,medellin,santiago posada
225,ACH43,sony,659,pintada,santiago posada
8667,ACH22,rico,661,jardin,andres gallego
6577,ACH01,kalley,1802,,santiago posada
2855,ACH22,kalley,1220,itagui,andres gallego
9384,ACH22,kalley,895,jardin,mauro yepes
8647,ACH01,rico,1738,,camila builes
6375,ACH22,kalley,374,medellin,santiago posada
8895,ACH01,sony,1570,jardin,israel alzate
2046,ACH01,kalley,958,itagui,santiago posada
1579,ACH01,rico,1259,itagui,camila builes
1833,ACH01,rico,214,itagui,mauro yepes
8782,ACH01,rico,987,jardin,andres gallego
5223,ACH43,kalley,1874,medellin,mauro yepes
9044,ACH22,kalley,1606,pintada,mauro yepes
9733,ACH01,kalley,591,jardin,camila builes
5742,ACH22,sony,1137,medellin,mauro yepes
6411,ACH43,sony,1276,pintada,santiago posada
2067,ACH43,sony,1020,medellin,mauro yepes
5910,ACH43,rico,1243,jardin,mauro yepes
908,ACH22,sony,1007,pintada,santiago posada
8332,ACH22,sony,1025,medellin,andres gallego
792,ACH01,kalley,1431,itagui,mauro yepes
4353,ACH22,sony,574,jardin,camila builes
6994,ACH22,rico,568,,mauro yepes
9011,ACH22,kalley,884,jardin,camila builes
14,ACH43,kalley,995,itagui,santiago posada
1904,ACH43,sony,1381,jardin,mauro yepes
1579,ACH01,kalley,1264,medellin,camila builes
6110,ACH01,kalley,1430,pintada,andres gallego
4225,ACH22,sony,115,pintada,israel alzate
8908,ACH22,kalley,1731,,andres gallego
7395,ACH22,sony,1544,itagui,camila builes
1396,ACH43,kalley,1573,medellin,mauro yepes
5899,ACH43,rico,871,,camila builes
7847,ACH22,kalley,479,pintada,andres gallego
8147,ACH01,kalley,364,jardin,andres gallego
2153,ACH22,kalley,1944,medellin,mauro yepes
3602,ACH01,kalley,419,,andres gallego
8868,ACH01,rico,481,jardin,santiago posada
5653,ACH01,rico,659,medellin,israel alzate
4289,ACH01,rico,595,medellin,israel alzate
189,ACH22,kalley,1428,jardin,camila builes
6165,ACH01,sony,589,jardin,andres gallego
1304,ACH01,sony,593,,mauro yepes
8075,ACH22,sony,932,pintada,camila builes
2737,ACH01,sony,956,pintada,santiago posada
824,ACH22,kalley,1219,jardin,santiago posada
6508,ACH43,kalley,486,,mauro yepes
892,ACH43,rico,313,,camila builes
2036,ACH22,kalley,1464,itagui,santiago posada
7367,ACH01,kalley,1222,medellin,mauro yepes
9428,ACH22,sony,170,jardin,camila builes
9793,ACH43,sony,1188,jardin,andres gallego
4203,ACH22,kalley,1343,pintada,israel alzate
7033,ACH43,rico,1029,jardin,mauro yepes
2537,ACH01,rico,1458,pintada,mauro yepes
7153,ACH22,rico,1619,itagui,andres gallego
3577,ACH01,sony,548,jardin,andres gallego
3711,ACH01,kalley,855,,andres gallego
2703,ACH22,sony,1163,itagui,santiago posada
2469,ACH22,rico,1505,jardin,andres gallego
337,ACH22,sony,1780,,mauro yepes
7853,ACH43,rico,1310,medellin,mauro yepes
8603,ACH01,sony,396,medellin,camila builes
1944,ACH01,sony,1356,medellin,israel alzate
1468,ACH22,sony,1899,medellin,andres gallego
8596,ACH01,rico,1457,itagui,santiago posada
9322,ACH01,sony,780,pintada,santiago posada
3695,ACH01,kalley,1473,pintada,andres gallego
3206,ACH43,rico,802,medellin,santiago posada
5726,ACH01,sony,282,itagui,santiago posada
1013,ACH01,sony,1362,,mauro yepes
4805,ACH43,kalley,306,pintada,andres gallego
5148,ACH43,rico,1117,pintada,mauro yepes
364,ACH43,sony,1137,itagui,camila builes
9369,ACH01,kalley,1610,jardin,andres gallego
2651,ACH22,kalley,215,jardin,andres gallego
5599,ACH01,rico,1873,itagui,andres gallego
1,ACH22,kalley,1700,medellin,santiago posada
8130,ACH22,sony,127,itagui,andres gallego
1227,ACH01,kalley,1050,itagui,andres gallego
518,ACH22,rico,686,medellin,israel alzate
5881,ACH22,rico,1302,jardin,mauro yepes
7085,ACH01,sony,1246,,andres gallego
1873,ACH43,rico,660,medellin,andres gallego
8721,ACH01,rico,869,jardin,camila builes
6292,ACH43,sony,1805,itagui,israel alzate
7032,ACH22,kalley,1965,,israel alzate
4809,ACH43,sony,215,pintada,mauro yepes
123,ACH43,kalley,1522,medellin,andres gallego
1266,ACH43,rico,997,,camila builes
5319,ACH22,rico,909,jardin,israel alzate
8292,ACH43,rico,176,itagui,andres gallego
6451,ACH01,kalley,137,jardin,mauro yepes
7843,ACH01,sony,741,medellin,israel alzate
5800,ACH43,rico,1921,pintada,andres gallego
2454,ACH22,rico,1705,medellin,santiago posada
4092,ACH01,sony,1137,itagui,camila builes
6783,ACH43,kalley,174,,israel alzate
5451,ACH22,rico,287,jardin,israel alzate
7267,ACH43,rico,1039,,camila builes
1587,ACH43,kalley,762,jardin,israel alzate
9059,ACH22,sony,1473,itagui,mauro yepes
3859,ACH43,sony,1383,itagui,andres gallego
7100,ACH22,kalley,427,medellin,camila builes
9164,ACH22,sony,1932,,israel alzate
5847,ACH01,rico,800,jardin,mauro yepes
7820,ACH22,rico,478,medellin,andres gallego
5065,ACH43,kalley,1105,medellin,mauro yepes
8877,ACH43,sony,1809,,camila builes
5387,ACH01,sony,572,itagui,andres gallego
2480,ACH01,kalley,1697,jardin,camila builes
1758,ACH43,sony,246,itagui,israel alzate
6398,ACH22,rico,882,medellin,mauro yepes
8000,ACH22,sony,552,,santiago posada
8166,ACH01,kalley,776,itagui,mauro yepes
6739,ACH43,kalley,1886,,camila builes
3491,ACH43,kalley,1872,pintada,santiago posada
7958,ACH22,rico,1798,itagui,andres gallego
2958,ACH01,rico,764,pintada,mauro yepes
4156,ACH22,rico,331,jardin,mauro yepes
6767,ACH43,kalley,1255,pintada,mauro yepes
6285,ACH22,sony,1056,pintada,andres gallego
6963,ACH01,rico,1058,pintada,israel alzate
1206,ACH01,rico,1254,itagui,israel alzate
4732,ACH43,sony,457,jardin,mauro yepes
1943,ACH43,sony,243,medellin,camila builes
6941,ACH22,kalley,1142,itagui,camila builes
5002,ACH01,rico,1328,pintada,israel alzate
2816,ACH43,kalley,739,,israel alzate
281,ACH01,kalley,167,,israel alzate
5430,ACH22,kalley,932,itagui,andres gallego
1293,ACH22,rico,1497,jardin,santiago posada
9525,ACH43,kalley,1231,itagui,camila builes
6852,ACH22,rico,662,itagui,mauro yepes
309,ACH22,rico,1649,pintada,andres gallego
6962,ACH43,sony,282,,andres gallego
8818,ACH43,rico,933,medellin,santiago posada
3293,ACH01,rico,352,medellin,mauro yepes
3395,ACH43,sony,1756,jardin,camila builes
2526,ACH01,rico,276,,camila builes
7641,ACH01,rico,431,jardin,israel alzate
4614,ACH22,sony,472,medellin,santiago posada
8602,ACH43,kalley,1294,pintada,israel alzate
6894,ACH01,rico,1802,jardin,mauro yepes
5939,ACH22,sony,1314,pintada,camila builes
3367,ACH22,kalley,1869,medellin,santiago posada
9545,ACH22,sony,1419,jardin,andres gallego
5262,ACH43,kalley,410,medellin,israel alzate
5199,ACH43,sony,1248,pintada,israel alzate
9103,ACH43,rico,1354,jardin,mauro yepes
7244,ACH01,kalley,1748,jardin,israel alzate
2257,ACH43,kalley,1158,pintada,mauro yepes
6070,ACH01,sony,1945,medellin,israel alzate
8302,ACH01,kalley,991,medellin,israel alzate
87,ACH22,sony,211,pintada,andres gallego
2764,ACH22,kalley,1785,jardin,mauro yepes
6886,ACH22,rico,1204,,mauro yepes
1849,ACH22,rico,154,jardin,israel alzate
3573,ACH01,rico,1656,pintada,santiago posada
8281,ACH01,sony,206,medellin,israel alzate
2779,ACH22,rico,936,medellin,andres gallego
577,ACH22,sony,704,medellin,santiago posada
6451,ACH43,kalley,785,pintada,camila builes
4621,ACH01,kalley,1948,jardin,camila builes
6560,ACH43,sony,1569,jardin,santiago posada
7566,ACH22,kalley,152,pintada,israel alzate
6863,ACH22,kalley,318,,santiago posada
9313,ACH22,kalley,605,pintada,andres gallego
3878,ACH43,sony,544,jardin,santiago posada
2083,ACH22,sony,197,itagui,camila builes
9790,ACH22,kalley,1226,pintada,mauro yepes
2096,ACH22,rico,1303,itagui,andres gallego
4081,ACH22,kalley,1990,itagui,mauro yepes
5855,ACH01,sony,100,medellin,israel alzate
6485,ACH22,rico,1495,pintada,mauro yepes
7286,ACH22,rico,594,itagui,andres gallego
3977,ACH22,kalley,1721,medellin,israel alzate
8016,ACH43,kalley,105,,santiago posada
104,ACH22,kalley,763,itagui,israel alzate
2308,ACH22,kalley,1585,medellin,camila builes
1871,ACH01,kalley,1897,itagui,mauro yepes
4798,ACH22,rico,1579,medellin,israel alzate
6259,ACH01,sony,1869,medellin,mauro yepes
3660,ACH22,kalley,1710,jardin,andres gallego
3069,ACH01,kalley,979,pintada,santiago posada
8604,ACH43,kalley,538,itagui,camila builes
878,ACH01,rico,1911,itagui,andres gallego
8375,ACH22,kalley,644,,andres gallego
5580,ACH01,kalley,1496,pintada,andres gallego
8595,ACH43,sony,662,itagui,mauro yepes
9099,ACH43,sony,1434,itagui,mauro yepes
7089,ACH43,sony,1410,medellin,mauro yepes
640,ACH01,kalley,1559,jardin,israel alzate
2786,ACH43,rico,896,jardin,israel alzate
9844,ACH43,rico,911,medellin,camila builes
3909,ACH01,rico,367,,camila builes
2980,ACH43,sony,675,pintada,andres gallego
2149,ACH01,rico,1666,medellin,andres gallego
5917,ACH22,kalley,504,,santiago posada
1859,ACH22,rico,1732,jardin,mauro yepes
7644,ACH22,sony,1003,itagui,camila builes
9726,ACH43,kalley,1813,itagui,andres gallego
4152,ACH43,kalley,1148,pintada,santiago posada
5655,ACH01,kalley,1051,itagui,andres gallego
6816,ACH01,rico,1790,itagui,camila builes
9452,ACH43,kalley,875,,mauro yepes
1951,ACH01,kalley,1928,itagui,andres gallego
3831,ACH01,kalley,579,,santiago posada
4605,ACH22,sony,543,pintada,santiago posada
9569,ACH01,kalley,286,medellin,mauro yepes
749,ACH43,sony,607,medellin,mauro yepes
7456,ACH01,rico,927,,mauro yepes
6800,ACH43,kalley,1049,jardin,israel alzate
548,ACH22,sony,1729,medellin,camila builes
8535,ACH22,rico,1749,pintada,santiago posada
8885,ACH22,sony,706,,mauro yepes
5844,ACH43,sony,1910,medellin,israel alzate
5356,ACH22,kalley,1222,pintada,camila builes
1523,ACH22,sony,1083,,israel alzate
5440,ACH01,sony,1031,medellin,camila builes
3002,ACH22,sony,542,pintada,andres gallego
6869,ACH22,rico,725,,andres gallego
1206,ACH01,rico,1660,pintada,santiago posada
6754,ACH22,rico,1418,,santiago posada
2210,ACH22,kalley,331,pintada,israel alzate
4891,ACH01,kalley,191,pintada,mauro yepes
2946,ACH22,kalley,1258,medellin,andres gallego
7778,ACH01,sony,327,medellin,santiago posada
522,ACH01,kalley,324,jardin,andres gallego
3667,ACH43,kalley,356,medellin,santiago posada
8911,ACH43,rico,1265,pintada,israel alzate
9198,ACH22,sony,1336,jardin,andres gallego
810,ACH01,kalley,1852,jardin,camila builes
2761,ACH01,rico,1131,medellin,israel alzate
9795,ACH43,kalley,148,jardin,mauro yepes
7,ACH22,sony,1720,,andres gallego
1422,ACH22,kalley,1720,pintada,andres gallego
1110,ACH43,sony,483,itagui,santiago posada
3628,ACH43,sony,624,,mauro yepes
4412,ACH01,rico,649,itagui,camila builes
9243,ACH43,rico,1223,pintada,mauro yepes
3607,ACH43,sony,1112,itagui,santiago posada
5246,ACH01,sony,1599,,israel alzate
1096,ACH22,sony,1887,medellin,andres gallego
6585,ACH01,sony,749,itagui,santiago posada
963,ACH43,rico,1850,medellin,santiago posada
8953,ACH01,sony,974,jardin,mauro yepes
810,ACH01,kalley,1656,itagui,santiago posada
140,ACH01,kalley,1162,,andres gallego
7949,ACH22,rico,304,,andres gallego
2715,ACH01,sony,983,pintada,santiago posada
7451,ACH22,sony,798,pintada,santiago posada
5991,ACH22,sony,956,pintada,mauro yepes
7468,ACH01,sony,1810,medellin,camila builes
9028,ACH01,sony,1819,jardin,santiago posada
3375,ACH43,kalley,1232,medellin,andres gallego
8477,ACH01,rico,1755,itagui,mauro yepes
7669,ACH22,sony,961,medellin,camila builes
8529,ACH22,rico,1885,pintada,mauro yepes
9919,ACH01,kalley,773,,camila builes
7705,ACH43,sony,1880,pintada,mauro yepes
8742,ACH43,rico,1996,medellin,santiago posada
489,ACH22,rico,838,itagui,israel alzate
6108,ACH22,sony,1611,itagui,camila builes
3721,ACH22,kalley,1586,itagui,andres gallego
1766,ACH43,kalley,1781,jardin,camila builes
7001,ACH22,kalley,415,,israel alzate
5559,ACH22,sony,696,medellin,mauro yepes
3647,ACH01,rico,1921,,santiago posada
7374,ACH01,rico,580,medellin,camila builes
5729,ACH01,kalley,1980,jardin,andres gallego
6416,ACH01,rico,416,medellin,mauro yepes
3528,ACH22,rico,1497,,israel alzate
1250,ACH22,kalley,220,itagui,mauro yepes
9843,ACH01,kalley,1980,jardin,santiago posada
6383,ACH43,sony,1132,pintada,israel alzate
6069,ACH43,rico,372,itagui,santiago posada
2128,ACH43,sony,295,jardin,andres gallego
6394,ACH01,rico,284,itagui,santiago posada
5557,ACH01,kalley,781,pintada,andres gallego
2960,ACH22,sony,1382,itagui,andres gallego
7603,ACH01,sony,1790,,andres gallego
2363,ACH01,rico,990,,santiago posada
4075,ACH43,rico,1554,,andres gallego
8964,ACH01,rico,1887,pintada,santiago posada
1813,ACH43,rico,1869,pintada,camila builes
4736,ACH22,kalley,989,pintada,camila builes
4486,ACH43,kalley,594,pintada,santiago posada
6671,ACH01,sony,1816,jardin,mauro yepes
3825,ACH22,rico,851,,santiago posada
1649,ACH43,sony,376,jardin,andres gallego
5094,ACH22,kalley,854,pintada,santiago posada
2466,ACH01,kalley,1721,jardin,israel alzate
3770,ACH22,sony,775,itagui,camila builes
6751,ACH01,rico,496,,santiago posada
3541,ACH22,kalley,1869,jardin,santiago posada
4894,ACH22,rico,454,itagui,camila builes
5246,ACH43,kalley,1423,,mauro yepes
1432,ACH22,kalley,254,itagui,andres gallego
8030,ACH43,kalley,1030,,israel alzate
4057,ACH43,sony,633,jardin,andres gallego
7074,ACH22,sony,1658,pintada,andres gallego
4183,ACH01,rico,1763,itagui,santiago posada
5595,ACH43,sony,1349,pintada,camila builes
1578,ACH01,rico,221,pintada,camila builes
3360,ACH22,sony,1717,jardin,mauro yepes
4251,ACH22,kalley,736,itagui,mauro yepes
6729,ACH22,kalley,1626,pintada,santiago posada
6520,ACH43,rico,1221,pintada,santiago posada
7968,ACH22,rico,705,medellin,camila builes
4959,ACH22,sony,543,pintada,israel alzate
2983,ACH22,rico,1715,pintada,camila builes
8202,ACH22,kalley,1130,itagui,andres gallego
2963,ACH01,rico,1006,,camila builes
9922,ACH43,rico,1436,,andres gallego
4745,ACH22,kalley,1760,jardin,camila builes
3923,ACH43,kalley,1531,,santiago posada
5518,ACH22,sony,977,pintada,israel alzate
9245,ACH43,sony,732,itagui,camila builes
442,ACH43,kalley,1905,,camila builes
7236,ACH22,sony,336,medellin,andres gallego
7603,ACH01,sony,1459,itagui,mauro yepes
6995,ACH01,sony,254,,israel alzate
5675,ACH22,sony,1953,medellin,israel alzate
1824,ACH01,kalley,1067,jardin,israel alzate
170,ACH01,kalley,341,medellin,andres gallego
665,ACH43,kalley,1345,jardin,israel alzate
1189,ACH43,kalley,1484,medellin,andres gallego
9498,ACH43,rico,1936,pintada,camila builes
3752,ACH43,kalley,1006,medellin,andres gallego
9561,ACH22,sony,1906,medellin,santiago posada
4603,ACH22,sony,824,jardin,israel alzate
1525,ACH01,kalley,1971,itagui,israel alzate
3547,ACH43,rico,321,itagui,israel alzate
3743,ACH43,sony,1822,jardin,camila builes
800,ACH01,kalley,1043,itagui,camila builes
9171,ACH43,rico,1334,,israel alzate
4700,ACH01,rico,772,medellin,andres gallego
7446,ACH43,kalley,1047,itagui,santiago posada
667,ACH22,rico,1719,medellin,mauro yepes
9796,ACH22,sony,1238,medellin,israel alzate
3161,ACH43,rico,1362,,camila builes
7055,ACH22,rico,1748,,santiago posada
5624,ACH22,rico,1146,medellin,israel alzate
905,ACH01,kalley,1788,jardin,andres gallego
4512,ACH01,kalley,1775,pintada,santiago posada
7184,ACH22,sony,264,pintada,israel alzate
5438,ACH43,kalley,153,medellin,santiago posada
593,ACH22,sony,935,medellin,santiago posada
9936,ACH43,rico,1646,jardin,israel alzate
2487,ACH43,kalley,900,medellin,israel alzate
2331,ACH22,rico,527,,mauro yepes
2437,ACH43,kalley,1601,medellin,israel alzate
3989,ACH22,kalley,1623,medellin,camila builes
138,ACH01,rico,536,,israel alzate
8590,ACH01,rico,469,pintada,israel alzate
8103,ACH22,kalley,1277,itagui,andres gallego
9378,ACH22,sony,596,pintada,camila builes
8215,ACH43,kalley,1675,pintada,andres gallego
6413,ACH01,rico,1692,itagui,santiago posada
9725,ACH22,rico,503,,andres gallego
81,ACH22,sony,1083,jardin,andres gallego
5582,ACH22,sony,1070,itagui,camila builes
4674,ACH01,sony,1488,,andres gallego
1099,ACH43,sony,270,jardin,camila builes
5135,ACH22,kalley,1019,pintada,israel alzate
3469,ACH01,sony,1633,medellin,mauro yepes
8809,ACH43,kalley,1840,,israel alzate
7606,ACH01,sony,1499,medellin,andres gallego
8490,ACH22,sony,1719,itagui,israel alzate
5975,ACH01,kalley,588,jardin,andres gallego
4692,ACH22,kalley,1993,,camila builes
1072,ACH43,kalley,211,jardin,mauro yepes
7662,ACH22,kalley,1575,medellin,camila builes
7553,ACH01,kalley,126,itagui,camila builes
1274,ACH22,sony,1157,,santiago posada
5646,ACH22,rico,236,itagui,mauro yepes
4060,ACH01,sony,1798,medellin,camila builes
7489,ACH22,sony,749,,santiago posada
7494,ACH01,kalley,170,jardin,santiago posada
2561,ACH43,kalley,1012,pintada,israel alzate
337,ACH01,kalley,447,,santiago posada
4886,ACH22,kalley,1773,itagui,camila builes
9408,ACH22,sony,1493,jardin,santiago posada
3379,ACH43,sony,1020,itagui,camila builes
3580,ACH22,kalley,1278,medellin,israel alzate
5599,ACH22,kalley,1741,pintada,israel alzate
5485,ACH01,rico,1840,medellin,camila builes
8100,ACH43,sony,1584,pintada,camila builes
6612,ACH43,kalley,440,,santiago posada
5391,ACH43,rico,1605,itagui,israel alzate
1468,ACH01,sony,826,,mauro yepes
7824,ACH43,sony,1435,,andres gallego
7688,ACH22,rico,1076,jardin,israel alzate
1879,ACH01,rico,1758,pintada,israel alzate
4646,ACH01,kalley,397,jardin,camila builes
958,ACH43,sony,1582,medellin,mauro yepes
8714,ACH22,rico,1415,,santiago posada
8804,ACH01,kalley,1108,jardin,andres gallego
6063,ACH43,sony,1332,,mauro yepes
5641,ACH43,kalley,1427,itagui,mauro yepes
6322,ACH43,kalley,604,itagui,israel alzate
9753,ACH22,sony,1856,itagui,santiago posada
6015,ACH01,rico,395,jardin,andres gallego
2275,ACH43,sony,1077,jardin,mauro yepes
3935,ACH43,sony,517,medellin,israel alzate
6166,ACH43,kalley,1704,itagui,israel alzate
5173,ACH01,sony,1078,itagui,israel alzate
20,ACH01,kalley,1428,itagui,andres gallego
2607,ACH22,sony,1396,jardin,santiago posada
2252,ACH01,sony,1539,,santiago posada
5592,ACH01,sony,1154,jardin,israel alzate
4675,ACH22,rico,1542,,israel alzate
166,ACH43,rico,406,,mauro yepes
5384,ACH01,kalley,1134,medellin,mauro yepes
4982,ACH01,kalley,1041,medellin,israel alzate
1613,ACH43,rico,538,jardin,andres gallego
9540,ACH22,rico,881,,mauro yepes
9382,ACH43,sony,245,,andres gallego
2672,ACH43,sony,1174,pintada,camila builes
9345,ACH43,rico,1001,medellin,mauro yepes
7667,ACH22,sony,1663,jardin,mauro yepes
1589,ACH22,rico,678,jardin,santiago posada
4743,ACH22,kalley,746,,camila builes
8596,ACH43,kalley,142,,israel alzate
1445,ACH01,rico,1047,medellin,santiago posada
7275,ACH22,sony,1490,pintada,mauro yepes
9830,ACH01,kalley,306,jardin,andres gallego
9394,ACH22,kalley,1250,itagui,israel alzate
7129,ACH43,rico,162,itagui,israel alzate
2059,ACH01,sony,1632,pintada,mauro yepes
6602,ACH22,sony,145,medellin,santiago posada
4494,ACH22,sony,1598,,mauro yepes
2420,ACH22,sony,1381,itagui,israel alzate
4166,ACH22,kalley,645,pintada,israel alzate
5137,ACH43,sony,853,pintada,andres gallego
7296,ACH43,rico,1153,pintada,santiago posada
6786,ACH01,kalley,1906,medellin,israel alzate
6101,ACH01,kalley,1073,itagui,santiago posada
2303,ACH01,sony,641,itagui,israel alzate
